country,iata,publicName,city,latitude,longitude
Canada,XLB,"Lac Brochet, MN",,58.6175,-101.468889
Canada,XLF,"Leaf Bay, QU",,59.0,-69.0
France,XLG,Lognes/Emerainville,Lognes/Emerainville,,
Vietnam,XLO,Long Xuyen,,10.483333,105.45
Senegal,XLS,Saint Louis,,16.05,-16.45
Burkina Faso,XLU,Leo,,11.1,-2.1
Germany,XLW,Lemwerder,Lemwerder,53.135278,8.617778
Philippines,XMA,Maramag,,7.816667,124.95
Côte d'Ivoire,XMB,M'Bahiakro,,,
Australia,XMC,"Mallacoota, VI",,-37.6,149.716667
USA,XMD,"Madison, SD",,44.0,-97.116667
,XMF,Montbeliard-Courcelles,Montbeliard,,
Nepal,XMG,Mahendranagar,,28.966667,80.15
French Polynes,XMH,"Manihi, TU",,-14.433333,-146.066667
Tanzania,XMI,Masasi,,-10.733333,38.766667
Australia,XML,"Minlaton, SA",,-34.766667,137.6
China,XMN,Xiamen,Xiamen,24.466667,118.116667
Canada,XMP,"MacMillan Pass, YT",,62.866667,-135.916667
USA,XMR,Cape Canaver,Cape Canaveral,,
Ecuador,XMS,Macas,,-2.299167,-78.120833
Australia,XMY,"Yam Island, QL",,-10.483333,142.45
United States of America (the),XNA,"Bentonville NW,AR",,36.281667,-94.306667
Vietnam,XNG,Quang Ngai,,15.116667,108.75
China,XNN,Xining,,36.549722,101.75
China,XNT,Xingtai,,37.071944,114.484444
Burkina Faso,XNU,Nouna,,12.733333,-3.866667
Burkina Faso,XPA,Pama,,11.25,0.7
Canada,XPK,"Pukatawagan, MN",,55.8,-101.416667
Honduras,XPL,Palmerola AB,Comayagua,14.3825,-87.621111
Canada,XPP,"Poplar River, MN",,53.0,-97.4
USA,XPR,"Pine Ridge, SD",,43.016667,-102.516667
USA,XPU,"West Kuparuk, AK",,70.333333,-149.333333
Costa Rica,XQP,La Managua,Quepos,9.45,-84.15
Canada,XQU,"Qualicum, BC",,49.350556,-124.450556
Canada,XRR,"Ross River, YT",,61.983333,-132.45
Spain,XRY,Jerez,Jerez,36.744722,-6.06
Turks & Caicos,XSC,South Caicos,,21.5,-71.5
USA,XSD,"Test Range, NV",Tonopah,62.2,34.283333
Burkina Faso,XSE,Sebba,,13.433333,0.533333
Canada,XSI,"South Indian Lake, MN",,56.766667,-98.95
USA,XSM,"Saint Mary's, MD",,38.283333,-76.633333
Philippines,XSO,Siocon,,7.7,122.133333
Singapore,XSP,Seletar,Singapore,1.366667,103.966667
France,XSW,Sedan,Sedan,,
Australia,XTG,"Thargomindah, QL",,-28.0,143.816667
Canada,XTL,"Tadoule Lake, MN",,58.708611,-98.512778
Australia,XTO,"Taroom, QL",,-25.65,149.8
Australia,XTR,"Tara, QL",,-27.161667,150.476944
China,XUZ,Xuzhou,,34.266667,117.183333
Vietnam,XVL,Vinh Long,,10.25,105.95
France,XVS,Valenciennes,Valenciennes,,
France,XXG,Autun,Autun,,
The Netherlands,XXX,Unknown,Onbekend,,
Solomon Island,XYA,Yandina,,-9.066667,159.233333
Myanmar,XYE,Ye,,15.25,97.85
Papua New Guin,XYR,Yellow River,,-3.883333,141.783333
France,XYT,Montaudran,Toulouse,46.483333,-0.633333
Burkina Faso,XZA,Zabre,,11.133333,-1.0
Canada,YAA,"Anahim Lake, BC",,52.466667,-125.3
Canada,YAB,"Arctic Bay, NT",,73.037778,-85.1525
Canada,YAC,"Cat Lake, OT",,51.666667,-91.833333
Canada,YAD,"Moose Lake, MN",,,
Canada,YAE,"Alta Lake, BC",,50.116667,-1.983333
Canada,YAF,"Asbestos Hill, QU",,45.766667,-71.95
Canada,YAG,"Municipal, QU",Fort Frances,48.6,-93.4
Canada,YAH,"La Grande 4, QU",,53.75,-73.65
Chile,YAI,General Bernardo O'Higgins,Chillan,-36.566667,-72.033333
Canada,YAJ,"Lyall Harbour, BC",,48.8,-1.2
USA,YAK,"Municipal, AK",Yakutat,59.5,-139.666667
Canada,YAL,"Alert Bay, BC",,50.583333,-126.933333
Canada,YAM,SAULT SAINTE,Sault Sainte Marie,46.483333,-84.5
Congo (the Democratic Republic of the),YAN,Yangambi,,0.8,24.45
Cameroun,YAO,Yaounde,Yaounde,3.833611,11.523611
Micronesia,YAP,Int'l,Yap,9.516667,138.1
Canada,YAQ,"Maple Bay, BC",,48.816667,-1.6
Canada,YAR,"La Grande 3, QU",,53.55,-76.2
Fiji,YAS,Yasawa Island,,-16.783333,177.516667
Canada,YAT,"Attawapiskat, OT",,52.927778,-82.431389
Canada,YAU,"Donaldson Lake, QU",Kattiniq,61.662778,-73.321389
Canada,YAV,"Miners Bay, BC",,66.5,-1.4
Canada,YAW,Halifax,Halifax,44.639722,-63.499444
Canada,YAX,"Lac du Bonnet, OT",Angling Lake,53.251944,-89.565
Canada,YAY,"Saint Anthony, NF",,51.366667,-55.583333
Canada,YAZ,"Tofino, BC",,49.082222,-125.7725
Canada,YBA,"Banff, AL",,51.166667,-115.566389
Canada,YBB,"Townsite, NT",Pelly Bay,68.886111,-89.85
Canada,YBC,Baie Comeau,Baie Comeau,49.2,-68.266667
Canada,YBD,"New Westminister, BC",,46.25,-60.083333
Canada,YBE,"Uranium City, SA",,59.566667,-108.483333
Canada,YBF,"Bamfield, BC",,48.833333,-125.133333
Canada,YBG,Bagotville,Bagotville,48.333333,-70.983333
Canada,YBH,"Bull Harbour, BC",,50.9,-127.916667
Canada,YBI,"Black Tickle, NF",,53.45,-55.733333
Canada,YBJ,"Baie Johan Beetz, QU",,50.5,-62.916667
Canada,YBK,"Baker Lake, NT",,64.3,-96.083333
Canada,YBL,Campbell River,Campbell River,49.95,-125.266667
Canada,YBM,"Bronson Creek, BC",,56.7,-137.133333
Canada,YBN,"Borden, OT",,44.283333,-79.916667
Canada,YBO,"Bobquinn Lake, BC",,,
China,YBP,Yibin,,28.816667,104.533333
Canada,YBQ,"Telegraph Harbour, BC",,48.966667,-1.666667
Canada,YBR,"Brandon, MN",,49.909722,-99.950833
Canada,YBS,"Musselwhite, OT",Opapamiska Lake,-39.8,176.683333
Canada,YBT,"Brochet, MN",,57.883333,-101.683333
Canada,YBV,"Berens River, MN",,52.433333,-97.033333
Canada,YBW,"Bedwell Harbor, BC",,51.103056,-114.374444
Canada,YBX,"Lourdes-de-Blanc-Sablon, QU",,51.433333,-57.183333
Canada,YBY,"Bonnyville, AL",,54.304167,-110.743611
Canada,YCA,"Courtenay, BC",,49.683333,-125.0
Canada,YCB,"Cambridge Bay, NT",,69.116667,-105.133333
Canada,YCC,"Regional, OT",Cornwall,45.1,-74.566667
Canada,YCD,Nanaimo,Nanaimo,49.166667,-123.933333
Canada,YCE,"Huron Airpark, OT",Centralia,,
Canada,YCF,"Cortes Bay, BC",,50.066667,-124.933333
Canada,YCG,Castlegar,Castlegar,49.3,-117.633333
Canada,YCH,"Miramichi, NB",,47.166667,-65.0
Canada,YCI,"Caribou Island, OT",,47.366667,-85.816667
Canada,YCJ,"Perison, BC",Fort Saint James,51.933333,-131.016667
Canada,YCK,"Colville Lake, NT",,67.316667,-125.666667
Canada,YCL,"Charlo, NB",,47.990833,-66.330278
Canada,YCM,"Niagara District,",Saint Catharines,43.2,-79.166667
Canada,YCN,"Cochrane, OT",,49.066667,-81.016667
Canada,YCO,"Kugluktuk-Coppermine, NT",,67.833333,-115.083333
Canada,YCP,"Co-op Point, MN",,57.083333,-103.0
Canada,YCQ,"Chetwynd, BC",,55.7,-121.666667
Canada,YCR,Charlie Sinclair Memori,Cross Lake,54.6,-97.766667
Canada,YCS,Chesterfield,Chesterfield,63.333333,-90.7
Canada,YCT,"Coronation, AL",,52.075,-111.445278
Canada,YCU,"Cullaton Lake, NT",,35.183333,111.05
Canada,YCV,"Cartierville, QU",,45.516667,-73.716667
Canada,YCW,"Chilliwack, BC",,49.152778,-121.938889
Canada,YCX,"Gagetown, NB",,45.783333,-66.15
Canada,YCY,"Clyde River, NT",,70.483333,-68.516667
Canada,YCZ,"Fairmount Springs, BC",,50.330278,-115.873333
Canada,YDA,"Dawson, YT",,64.05,-139.083333
Canada,YDB,"Burwash Landings, YT",,61.35,-139.0
Canada,YDC,"Industrial, AL",Drayton Valley,53.216667,-114.983333
Canada,YDE,"Paradise River, NF",,53.433333,-57.233333
Canada,YDF,DEER LAKE,Deer Lake,49.216667,-57.4
Canada,YDG,"Digby, NS",,44.5,-66.166667
Canada,YDH,"Daniels Harbour, NF",,67.75,-1.5
Canada,YDI,"Davis Inlet, NF",,55.933333,-60.95
Canada,YDJ,"Hatchet Lake, SK",,58.616667,-1.666667
Canada,YDK,"Main Duck Island, OT",,43.933333,-76.616667
Canada,YDL,"Dease Lake, BC",,58.583333,-130.033333
Canada,YDN,"Dauphin, MN",,51.1,-100.05
Canada,YDO,"St. Methode, QU",Dolbeau,48.883333,-72.233333
Canada,YDP,"Nain, NF",,56.533333,-61.666667
Canada,YDQ,"Dawson Creek, BC",,55.733333,-120.183333
Canada,YDR,"Broadview, SA",,50.333333,-102.5
Canada,YDS,"Desolation Sound, BC",,47.75,-122.25
Canada,YDT,"Boundary Bay, BC",Vancouver,49.066667,-123.0
Canada,YDU,"Kasba Lake, NT",,,
Canada,YDV,"Bloodvein River, MN",,,
Canada,YDW,"Obre Lake, NT",,8.8,-80.283333
Canada,YDX,"Doc Creek, BC",,52.05,-128.083333
Korea (South),YEC,Yechon,,36.625,128.355
Canada,YED,"Namao Field, AL",Edmonton,53.319444,-113.6
Canada,YEG,Edmonton,Edmonton,53.309722,-113.579722
Türkiye,YEI,Yenişehir Airport,Yenişehir/Bursa,40.255278,29.5625
Canada,YEK,"Arviat, NT",,61.116667,-94.05
Canada,YEL,"Municipal, OT",Elliot Lake,46.35,-82.55
Canada,YEM,East Manitoulin Munic,Manitowaning,45.8475,-81.862778
Canada,YEN,"Estevan, SA",,49.066667,-103.0
United Kingdom of Great Britain and Northern Ireland,YEO,Yeovilton,Yeovilton,51.016667,-2.633333
Canada,YEP,"Estevan Point, BC",,49.383333,-126.55
Papua New Guin,YEQ,Yenkis,,-5.1,143.916667
Canada,YER,"Fort Severn, OT",,56.0,-87.633333
Canada,YET,"Edson, AL",,53.583333,-116.433333
Canada,YEU,"Eureka, NT",,79.983333,-85.816667
Canada,YEV,"Mike Zubko, NT",Inuvik,68.304167,-133.482778
Canada,YEY,"Municipal, QU",Amos,48.583333,-78.116667
Canada,YFA,"Fort Albany, OT",,52.241667,-81.591667
Canada,YFB,Iqaluit,Iqaluit,63.75,-68.55
Canada,YFC,Fredericton,Fredericton,45.866667,-66.533333
Canada,YFE,"Forestville, QU",,48.733333,-69.1
Canada,YFG,"Fontanges, QU",,54.55,-71.183333
Canada,YFH,"Fort Hope, OT",,51.55,-87.983333
Canada,YFJ,"Snare Lake, NT",,58.45,-1.716667
Canada,YFL,"Fort Reliance, NT",,62.711944,-109.162778
Canada,YFO,"Flin Flon, MN",,54.75,-101.833333
Canada,YFR,"Fort Resolution, NT",,61.183333,-113.683333
Canada,YFS,"Fort Simpsion, NT",,61.75,-121.233333
Canada,YFX,"St. Lewis, NF",Fox Harbour,52.366667,-55.683333
Canada,YGA,"Gagnon, QU",,51.95,-68.133333
Canada,YGB,"Texada, BC",Gillies Bay,49.7,-124.533333
Canada,YGC,"Grande Cache, AL",,51.2,-96.45
Canada,YGE,"Gorge Harbor, BC",,50.083333,-124.95
USA,YGG,"Ganges Harbor, AK",,48.85,-123.5
Canada,YGH,"Fort Good Hope, NT",,66.266667,-128.65
Japan,YGJ,Miho,Yonago,35.45,133.316667
Canada,YGK,"Kingston, OT",,44.233333,-76.583333
Canada,YGL,"La Grande Riviere, QU",,53.583333,-77.683333
Canada,YGM,"Industrial Park, MN",Gimli,50.633333,-96.983333
Canada,YGN,"Greenway Sound, BC",,50.85,-126.85
Canada,YGO,"Gods Lake Narows, MN",,54.55,-94.483333
Canada,YGQ,"Geraldton, OT",,49.733333,-86.95
Canada,YGR,"Iles de La Madeleine, QU",,47.416667,-61.866667
Canada,YGS,"Germansen Landing, BC",,55.616667,-124.833333
Canada,YGT,"Igloolik, NT",,69.4,-81.816667
Canada,YGV,"Havre St. Pierre, QU",,50.25,-63.583333
Canada,YGW,"Kuujjuarapik, QU",,55.266667,-77.783333
Canada,YGX,"Gillam, MN",,56.35,-94.716667
Canada,YGY,"Deception, QU",,62.116667,-74.616667
Canada,YGZ,"Grise Fiord, NT",,76.425,-82.945833
Canada,YHA,"Port Hope Simpson, NF",,52.533333,-56.3
Canada,YHB,"Hudson Bay, SA",,52.816667,-102.311389
Canada,YHC,"Hakai Pass, BC",,51.733333,-128.116667
Canada,YHD,"Regional, MN",Dryden,49.783333,-92.833333
Canada,YHE,"Hope, BC",,49.383333,-121.433333
Canada,YHF,"Rene Fontaine Municipal, OT",Hearst,49.683333,-83.666667
Canada,YHG,"Charlottetown, NF",,52.766667,-56.1
Canada,YHH,"Harbor (SPB), BC",Campbell River,50.016667,-1.25
Canada,YHI,"Holman Island, NT",Holman,70.716667,-117.716667
Canada,YHK,"Gjoa Haven, NT",,68.633333,-95.95
Canada,YHM,Hamilton,Hamilton,43.166667,-79.933333
Canada,YHN,"Municipal, OT",Hornepayne,49.216667,-84.783333
Canada,YHO,"Hopedale, NF",,55.466667,-60.216667
Canada,YHP,"Poplar Hill, OT",,52.083333,-94.3
Canada,YHR,"Chevery, QU",,50.5,-59.5
Canada,YHS,"Gibson-Sechelt, BC",Sechelt,49.466667,-123.75
Canada,YHT,"Haines Junction, YT",,60.75,-137.5
Canada,YHU,Montreal,Montreal,45.852778,-74.45
Canada,YHY,"Hay River, NT",,60.85,-115.766667
Canada,YHZ,Halifax,Halifax,44.880833,-63.508611
Canada,YIB,"Municipal, OT",Atikokan,48.75,-91.616667
Canada,YIC,"Isachsen, NT",,,
Canada,YIF,"Pakuashipi, QU",,51.216667,-58.666667
Canada,YIG,"Big Bay Marina, BC",,50.383333,-125.133333
China,YIH,Yichang,,30.7,111.183333
Canada,YIK,"Ivujivik, QU",,62.416667,-75.9
China,YIN,Yining,,43.916667,81.233333
Canada,YIO,"Pond Inlet, NT",,72.683333,-78.0
USA,YIP,Arnhem,Detroit,42.25,-83.383333
Canada,YIV,"Garden Hill, MN",Island Lake,54.208333,-94.791667
China,YIW,Yiwu,,29.266667,120.05
Canada,YIX,"Port Radium, NT",,,
Canada,YJF,"Fort Liard, NT",,60.25,-123.466667
Canada,YJN,"Saint Jean, QU",,45.316667,-73.266667
Canada,YJO,"Johnny Mountain, BC",,56.666667,-131.116667
Canada,YJP,"Hinton, AL",Jasper,53.319167,-117.753056
Canada,YJT,STEPHENVILLE,Stephenville,48.533056,-58.549722
Canada,YKA,Kamloops,Kamloops,50.716667,-120.416667
Canada,YKC,"Collins Bay, SA",,58.233333,-103.666667
Canada,YKD,"Township, OT",Kincardine,44.201389,-81.606667
Canada,YKE,"Knee Lake, MN",,55.05,-94.666667
Canada,YKF,"Waterloo Regional, OT",Kitchener,43.460833,-80.378611
Canada,YKG,"Kangirsuk, QU",,60.027222,-69.999167
Canada,YKI,"Kennosao Lake, MN",,58.977222,23.863333
Canada,YKJ,"Key Lake, SA",,57.25,-105.6
Canada,YKK,"Kitkatla, BC",,53.0,-130.0
Canada,YKL,"Schefferville, QU",,54.783333,-66.716667
USA,YKM,Yakima,Yakima,46.566667,-120.533333
USA,YKN,"Chan Gurney Municipal, SD",Yankton,42.916667,-97.383333
Canada,YKQ,"Waskaganish, QU",,51.4875,-78.75
Russia (CIS),YKS,Yakutsk,,62.083333,129.766667
Canada,YKT,"Klemtu, BC",,52.6,-128.516667
Canada,YKU,"Chisasibi, QU",,53.816667,-79.0
Canada,YKX,"Kirkland Lake, OT",,48.210278,-79.981389
Canada,YKY,"Kindersley, SA",,51.45,-109.166667
Canada,YKZ,"Buttonville Municipal, OT",Toronto,43.862222,-79.37
Canada,YLA,"Langara, BC",,54.233333,-133.0
Canada,YLB,"Lac La Biche, AL",,54.756667,-112.0025
Canada,YLC,"Lake Harbour, NT",Kimmirut,62.85,-69.883333
Canada,YLD,"Chapleau, OT",,47.833333,-83.4
Canada,YLE,"Lac La Martre, NT",Wha Ti,63.15,-117.266667
Canada,YLF,"Laforges, QU",,54.183333,-72.483333
Australia,YLG,"Yalgoo, WA",,-28.35,116.666667
Canada,YLH,"Lansdowne House, OT",,52.216667,-87.916667
Finland,YLI,Ylivieska-Raudaskyla,,,
Canada,YLJ,"Meadow Lake, SA",,54.125278,-108.522778
Canada,YLK,Lake Simcoe Regional,Lake Simcoe,,
Canada,YLL,"Lloydminster, AL",,53.309167,-110.0725
Canada,YLM,"Clinton Creek, YT",,64.466667,-140.733333
China,YLN,Yilan,,46.316667,129.566667
Canada,YLP,"Mingan, QU",,50.283333,-64.15
Canada,YLQ,"La Tuque, QU",,47.416667,-72.8
Canada,YLR,"Leaf Rapids, MN",,56.45,-100.0
Canada,YLS,"Lebel-sur-Quevillon, QU",,49.066667,-77.0
Canada,YLT,"Alert, NT",,82.516667,-62.283333
Canada,YLW,Kelowna,Kelowna,49.956111,-119.377778
Canada,YLX,"Long Point, OT",,59.35,-94.683333
Canada,YMA,"Mayo, YT",,63.616667,-135.866667
Canada,YMB,"Merritt, BC",,50.116667,-120.783333
Canada,YMC,"Maricourt Airstrip, QU",,56.516667,-71.066667
Canada,YMD,"Mould Bay, NT",,,
Canada,YME,"Matane, QU",,48.85,-67.55
Canada,YMF,"Montagne Harbour, BC",,48.816667,-123.2
Canada,YMG,"Manitouwadge, OT",,49.133333,-85.733333
Canada,YMH,"Mary's Harbour, NF",,,
Canada,YMI,"Minaki, OT",,49.983333,-94.733333
Canada,YMJ,"CFB, SA",Moose Jaw,50.330278,-105.559167
Canada,YML,"Charlevoix, QU",Murray Bay,47.5975,-70.223889
Canada,YMM,FORT MCMURRA,Fort Mcmurray,56.65,-111.216667
Canada,YMN,"Makkovik, NF",,55.083333,-59.166667
Canada,YMO,"Moosonee, OT",,51.291111,-80.607778
Canada,YMP,"Port McNeil, BC",,50.583333,-127.1
Canada,YMR,"Merry Island, BC",,47.85,3.683333
Peru,YMS,Yurimaguas,,-5.9,-76.1
Canada,YMT,"Chapais, QU",Chibougamau,49.916667,-74.366667
Canada,YMW,"Maniwaki, QU",,46.272778,-75.990556
Canada,YMX,Montreal,Montreal,45.666667,-74.033333
Canada,YNA,"Natashquan, QU",,50.183333,-61.783333
Saudia Arabia,YNB,Yenbo,,24.083333,38.05
Canada,YNC,"Wemindji, QU",,52.997222,-78.833333
Canada,YND,"Gatineau, QU",Ottawa,45.521389,-75.563611
Canada,YNE,"Norway House, MN",,53.983333,-97.8
Canada,YNF,Deer Lake/Stephenvill,Corner Brook,48.946944,-57.943889
USA,YNG,YOUNGSTOWN,Youngstown,41.266667,-80.666667
Canada,YNH,"Hudson's Hope, BC",,,
Canada,YNI,"Nitchequon, QU",,53.197222,-70.908333
China,YNJ,Yanji,,42.882778,129.451389
Canada,YNK,"Nootka Sound, BC",,50.083333,-125.916667
Canada,YNL,"Points North Landing, SA",,58.275,-104.081111
Canada,YNM,"Matagami, QU",,49.766667,-77.8
Canada,YNO,"North Spirit Lake, OT",,52.490556,-92.973056
Canada,YNR,"Arnes, MN",,50.836111,-96.957222
Canada,YNS,"Nemiscau, QU",,51.7,-76.166667
China,YNT,Laishan,Yantai,37.401667,121.371667
China,YNZ,Yancheng,,33.385556,120.125278
Canada,YOA,"Ekati, NT",,37.394444,25.2575
Canada,YOC,"Old Crow, YT",,67.566667,-139.85
Canada,YOD,Cold Lake,Cold Lake,54.45,-110.166667
Canada,YOE,"Falher, AL",,55.733333,-117.2
Canada,YOG,"Ogoki, OT",,51.633333,-85.95
Canada,YOH,"Oxford House, MN",,54.95,-95.283333
Canada,YOJ,"Footer Lake, AL",High Level,58.616667,-117.166667
Japan,YOK,Yokohama,,35.466667,139.466389
Nigeria,YOL,Yola,,9.166667,12.483333
Canada,YOO,"Oshawa, OT",,43.922778,-78.895
Canada,YOP,"Rainbow Lake, AL",,58.5,-119.4
Canada,YOS,"Billy Bishop Regional,",Owen Sound,44.666667,-80.916667
Israel,YOT,Yotvata,,29.883333,35.05
United Kingdom of Great Britain and Northern Ireland,YOU,Yeovilton,Yeovilton,,
Canada,YOW,Ottawa,Ottawa,45.3225,-75.669167
Canada,YOY,"J.H.L. (Joe) Lecomte, Q",Valcartier,46.883333,-71.483333
Canada,YPA,"Prince Albert, SA",,53.216667,-105.683333
Canada,YPB,"Port Alberni, BC",,49.233333,-124.8
Canada,YPC,"Paulatuk, NT",,62.35,-124.083333
Canada,YPD,"Parry Sound, OT",,45.35,-80.033333
The Netherlands,YPE,Ypenburg,Ypenburg,56.233333,-117.433333
Canada,YPF,"Esquimalt, BC",,48.433333,-123.4
Canada,YPG,"Southport, MN",Portage la Prairie,49.983333,-98.3
Canada,YPH,"Inukjuak, QU",,58.45,-78.1
Canada,YPI,"Port Simpson, BC",,54.55,-130.416667
Canada,YPJ,"Aupuluk, QU",,59.066667,-69.55
Canada,YPL,"Pickle Lake, OT",,51.5,-90.15
Canada,YPM,"Pikangikum, OT",,51.816667,-94.0
Canada,YPN,"Port Menier, QU",,49.833333,-64.283333
Canada,YPO,"Peawanuck, OT",,54.983333,-85.433333
Canada,YPP,"Pine Point, NT",,61.016667,-114.25
Canada,YPQ,"Peterborough, OT",,44.23,-78.363333
Canada,YPR,Prince Rupert,Prince Rupert,54.283333,-130.45
Canada,YPS,"Port Hawkesbury, NS",,45.616667,-61.35
Canada,YPT,"Pender Harbor, BC",,49.5,-124.033333
Canada,YPW,"Powell River, BC",,49.883333,-124.55
Canada,YPX,"Puvirnituq, QU",,60.5,-77.233333
Canada,YPY,"Fort Chipewyan, AL",,58.7,-111.15
Canada,YPZ,"Burns Lake, BC",,54.233333,-125.766667
Canada,YQA,"Muskoka, OT",,44.974722,-79.303333
Canada,YQB,QUEBEC,Quebec,46.791111,-71.393333
Canada,YQC,"Quaqtaq, QU",,61.333333,-69.633333
Canada,YQD,"The Pas, MN",,57.3,-1.883333
Canada,YQE,"Kimberley, BC",,49.683333,-115.983333
Canada,YQF,"Industrial, AL",Red Deer,52.183333,-113.9
Canada,YQG,WINDSOR,Windsor,42.266667,-82.966667
Canada,YQH,"Watson Lake, YT",,60.116667,-128.816667
Canada,YQI,"Yarmouth, NS",,43.826944,-66.088056
Canada,YQK,"Kenora, OT",,49.816667,-94.366667
Canada,YQL,Lethbridge,Lethbridge,49.633333,-112.8
Canada,YQM,MONCTON,Moncton,46.112222,-64.678611
Canada,YQN,"Nakina, OT",,50.166667,-86.7
Canada,YQQ,COMOX,Comox,49.710833,-124.886667
Canada,YQR,REGINA,Regina,50.433333,-104.666667
Canada,YQS,"Municipal, OT",Saint Thomas,42.77,-81.11
Canada,YQT,THUNDERBAY,Thunderbay,48.371667,-89.323889
Canada,YQU,GRAND PRAIRI,Grand Prairie,55.183333,-118.883333
Canada,YQV,"Yorkton, SA",,51.266667,-102.466667
Canada,YQW,NORTH BATTLE,North Battleford,52.766667,-108.25
Canada,YQX,Gander,Gander,48.95,-54.566667
Canada,YQY,SYDNEY,Sydney,47.528056,-60.047222
Canada,YQZ,QUESNEL,Quesnel,53.033333,-122.516667
Canada,YRA,"Rae Lakes, NT",,64.116667,-117.35
Canada,YRB,RESOLUTE BAY,Resolute Bay,74.716667,-94.983333
Canada,YRD,"Dean River, BC",,52.816667,-126.966667
Canada,YRE,"Resolution Island, NT",,61.5,-65.0
Canada,YRF,"Cartwright, NF",,53.716667,-57.0
Canada,YRG,"Rigolet, NF",,54.333333,-58.416667
Canada,YRI,"Riviere du Loupe, QU",,47.766667,-69.583333
Canada,YRJ,"Roberval, QU",,48.533333,-72.266667
Canada,YRL,"Red Lake, OT",,51.066667,-93.816667
Canada,YRM,"Rocky Mountain House, AL",,52.429722,-114.904167
Canada,YRN,"Rivers Inlet, BC",,51.466667,-127.583333
Canada,YRO,"Rockcliffe, OT",Ottawa,,
Canada,YRQ,"Trois Rivieres, QU",,46.35,-72.55
Canada,YRR,"Stuart Island, BC",,50.416667,-125.166667
Canada,YRS,"Red Sucker Lake, MN",,54.166667,-93.583333
Canada,YRT,"Rankin Inlet, NT",,62.811389,-92.115833
Canada,YRV,"Revelstoke, BC",,50.983333,-118.2
Canada,YSA,"Sable Island, NS",,43.916667,-59.833333
Canada,YSB,SUDBURY,Sudbury,46.616667,-80.8
Canada,YSC,"Sherbrooke, QU",,45.433333,-71.683333
Canada,YSD,"Suffield, AL",,50.2,-111.166667
Canada,YSE,"Squamish, BC",,49.781667,-123.161944
Canada,YSF,"Stony Rapids, SA",,59.25,-105.833333
Canada,YSG,"Snowdrift, NT",Lutselke,62.4,-110.75
Canada,YSH,"Russ Beach, O",Smith Falls-Montague,44.833056,-76.115833
Canada,YSI,"Sans Souci, OT",,45.266667,-80.0
Canada,YSJ,SAINT JOHN,Saint John,45.316667,-65.883333
Canada,YSK,"Belcher Islands, NT",Sanikiluaq,56.55,-79.216667
Canada,YSL,"Edmunston, NB",Saint Leonard,47.183333,-67.9
Canada,YSM,"Fort Smith, NT",,60.016667,-111.966667
Canada,YSN,"Salmon Arm, BC",,50.683333,-119.233333
Canada,YSO,"Postville, NF",,54.916667,-59.766667
Canada,YSP,"Marathon, OT",,48.75,-86.35
Canada,YSQ,"Spring Island, BC",,59.45,-1.783333
Canada,YSR,"Strathcona Sound, BC",Nanisivik,63.066667,-71.416667
Canada,YSS,"Slate Island, OT",,54.155556,-1.644444
Canada,YST,"Saint Theresa Point, MN",,53.833333,-94.833333
Canada,YSU,SUMMERSIDE,Summerside,46.433333,-63.833333
Canada,YSV,"Saglek, NF",,58.466667,-62.633333
Canada,YSX,"Shearwater, BC",,52.133333,-128.066667
Canada,YSY,"Sachs Harbour, NT",,72.0,-125.0
Canada,YSZ,"Squirrel Cove, BC",,50.05,-124.916667
Canada,YTA,"Pembroke, OT",,45.864444,-77.251667
Canada,YTB,"Hartley Bay, BC",,53.416667,-129.25
Canada,YTC,"Sturdee, BC",,57.2,-127.15
Canada,YTD,"Thicket Portage, MN",,55.316667,-97.7
Canada,YTE,"Cape Dorset, NT",,64.233333,-76.533333
Canada,YTF,"Alma, QU",,48.55,-71.65
Canada,YTG,"Sullivan Bay, BC",,50.883333,-126.8
Canada,YTH,THOMPSON,Thompson,55.801111,-97.864167
Canada,YTI,"Triple Island, BC",,46.475556,14.560278
Canada,YTJ,"Terrace Bay, OT",,48.783333,-87.1
Canada,YTK,"Tulugak, QU",,5.18,120.486111
Canada,YTL,"Big Trout Lake, OT",,53.75,-90.0
Canada,YTM,"Mont-Tremblant, QU",La Macaza,46.25,-74.583333
Canada,YTN,"Riviere au Tonnerre, QU",,50.416667,-64.666667
Canada,YTO,"Guildwood, OT",,43.338889,-79.619444
Canada,YTP,"SPB, BC",Tofino,49.133333,-1.9
Canada,YTQ,"Tasiujuaq, QU",,,
Canada,YTR,Trenton,Trenton,44.1,-77.583333
Canada,YTS,TIMMINS,Timmins,48.569722,-81.376667
Canada,YTT,"Tisdale, SA",,52.836667,-104.066667
Canada,YTU,"Tasu, BC",,,
Canada,YTX,"Telegraph Creek, BC",,57.9,-1.15
Canada,YTZ,Toronto,Toronto,43.6275,-79.396111
China,YUA,Yuanmou,,25.65,101.916667
Canada,YUB,"Tuktoyaktuk, NT",,69.45,-1.066667
Canada,YUD,"Umiujaq, QU",,53.983333,-76.533333
Australia,YUE,"Yuendumu, NT",,-22.266667,131.783333
Canada,YUF,"Dewline Site, NT",Pelly Bay,,
Canada,YUJ,"Lady Franklin, NT",,,
Canada,YUL,Montreal,Montreal,45.470556,-73.740833
USA,YUM,Yuma,Yuma,32.65,-114.6
Canada,YUN,"Johnson Point, NT",,,
Canada,YUT,"Repulse Bay, NT",,66.533333,-86.25
